#Observation	name	definition	A.1	A.2	B.1	B.2
K00440	frhA	coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1]	0	3	0	0
K00841	patA	aminotransferase [EC:2.6.1.-]	0	1	0	0
K02966	RP-S19e, RPS19	small subunit ribosomal protein S19e	0	2	0	0
K22431	carD	caffeyl-CoA reductase-Etf complex subunit CarD [EC:1.3.1.108]	0	1	0	0
K14194	sdrC_D_E	serine-aspartate repeat-containing protein C/D/E	0	1	0	0
K15733	E1.11.1.19	dye decolorizing peroxidase [EC:1.11.1.19]	0	1	0	0
K01400	nprE	bacillolysin [EC:3.4.24.28]	0	2	0	0
K15916	pgi-pmi	glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]	0	3	0	0
K15915	pglC	undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase [EC:2.7.8.36]	0	1	0	0
K01158	DNASE2	deoxyribonuclease II [EC:3.1.22.1]	0	1	0	0
K13772	rirA	Rrf2 family transcriptional regulator, iron-responsive regulator	0	1	0	0
K15828	hycC	formate hydrogenlyase subunit 3	0	1	0	0
K03577	acrR, smeT	TetR/AcrR family transcriptional regulator, acrAB operon repressor	0	3	0	0
K14776	DDX10, DBP4	ATP-dependent RNA helicase DDX10/DBP4 [EC:3.6.4.13]	0	1	0	0
K15924	xynC	glucuronoarabinoxylan endo-1,4-beta-xylanase [EC:3.2.1.136]	0	1	0	0
K02170	bioH	pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]	0	1	0	0
K22163	fpoH	F420H2 dehydrogenase subunit H [EC:1.5.98.3]	0	1	0	0
K12820	DHX15, PRP43	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43 [EC:3.6.4.13]	0	1	0	0
K03808	pqiA	paraquat-inducible protein A	0	1	0	0
K08860	EIF2AK3	eukaryotic translation initiation factor 2-alpha kinase 3 [EC:2.7.11.1]	0	1	0	0
K15664	K15664, ppsA, fenC	fengycin family lipopeptide synthetase A	0	1	0	0
K12264	norV	anaerobic nitric oxide reductase flavorubredoxin	0	1	0	0
K09732	K09732	uncharacterized protein	0	1	0	0
K09731	K09731	uncharacterized protein	0	1	0	0
K22452	tgpA	protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]	0	1	0	0
K04925	KCNK17, K2P17.1	potassium channel subfamily K member 17	0	1	0	0
K11733	lysP	lysine-specific permease	0	1	0	0
K11737	cycA	D-serine/D-alanine/glycine transporter	0	1	0	0
K06874	K06874	zinc finger protein	0	1	0	0
K06876	K06876	deoxyribodipyrimidine photolyase-related protein	0	1	0	0
K06879	queF	7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	0	1	0	0
K13333	PLB	lysophospholipase [EC:3.1.1.5]	0	1	0	0
K00610	pyrI	aspartate carbamoyltransferase regulatory subunit	0	2	0	0
K13177	DDX1	ATP-dependent RNA helicase DDX1 [EC:3.6.4.13]	0	1	0	0
K11592	DICER1, DCR1	endoribonuclease Dicer [EC:3.1.26.-]	0	1	0	0
K21440	ANKRD50	ankyrin repeat domain-containing protein 50	0	1	0	0
K20142	IDOLDH	ipsdienol dehydrogenase [EC:1.1.1.386]	0	1	0	0
K13339	PEX6, PXAAA1	peroxin-6	0	1	0	0
K22217	K22217	sugar lactone lactonase	0	1	0	0
K19416	yccA	modulator of FtsH protease	0	1	0	0
K21887	ctpJ, nmtA	cation-transporting P-type ATPase J [EC:7.2.2.-]	0	1	0	0
K19224	lytE, cwlF	peptidoglycan DL-endopeptidase LytE [EC:3.4.-.-]	0	1	0	0
K02768	fruB	fructose PTS system EIIA component [EC:2.7.1.202]	0	1	0	0
K18069	pht2	phthalate 4,5-dioxygenase reductase component [EC:1.18.1.-]	0	1	0	0
K12862	PLRG1, PRL1, PRP46	pleiotropic regulator 1	0	1	0	0
K00422	E1.10.3.1	polyphenol oxidase [EC:1.10.3.1]	0	1	0	0
K03560	tolR	biopolymer transport protein TolR	0	5	0	0
K14165	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]	0	2	0	0
K13699	ABHD5, CGI-58	abhydrolase domain-containing protein 5 [EC:2.3.1.51]	0	2	0	0
K02387	flgB	flagellar basal-body rod protein FlgB	0	4	0	0
K13524	ABAT	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]	0	1	0	0
K03816	xpt	xanthine phosphoribosyltransferase [EC:2.4.2.22]	0	2	0	0
K08857	NEK1_4_5	NIMA (never in mitosis gene a)-related kinase 1/4/5 [EC:2.7.11.1]	0	1	0	0
K13384	CNMT	(RS)-1-benzyl-1,2,3,4-tetrahydroisoquinoline N-methyltransferase [EC:2.1.1.115 2.1.1.140]	0	1	0	0
K16238	eat, eutP	ethanolamine permease	0	1	0	0
K18880	ECI3, HCD1	Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]	0	1	0	0
K03033	PSMD3, RPN3	26S proteasome regulatory subunit N3	0	1	0	0
K06606	iolI	2-keto-myo-inositol isomerase [EC:5.3.99.11]	0	1	0	0
K12127	TOC1, APRR1	pseudo-response regulator 1	0	1	0	0
K11472	glcE	glycolate oxidase FAD binding subunit	0	2	0	0
K18665	NUDT8	nudix motif 8 [EC:3.6.1.-]	0	1	0	0
K00601	E2.1.2.2	phosphoribosylglycinamide formyltransferase [EC:2.1.2.2]	0	1	0	0
K19970	NT5E, CD73	5'-nucleotidase [EC:3.1.3.5]	0	1	0	0
K00049	GRHPR	glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	0	2	0	0
K00044	HSD17B1	17beta-estradiol 17-dehydrogenase [EC:1.1.1.62]	0	1	0	0
K21741	rclC	reactive chlorine resistance protein C	0	1	0	0
K00424	cydX	cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]	0	1	0	0
K01397	MMP7	matrix metalloproteinase-7 (matrilysin, uterine) [EC:3.4.24.23]	0	1	0	0
K01392	THOP1	thimet oligopeptidase [EC:3.4.24.15]	0	3	0	0
K21199	CYP128	beta-dihydromenaquinone-9 omega-hydroxylase [EC:1.14.15.27]	0	1	0	0
K00815	TAT	tyrosine aminotransferase [EC:2.6.1.5]	0	1	0	0
K15527	K15527	cysteate synthase [EC:2.5.1.76]	0	1	0	0
K01176	AMY, amyA, malS	alpha-amylase [EC:3.2.1.1]	0	1	0	0
K14574	SDO1, SBDS	ribosome maturation protein SDO1	0	1	0	0
K13757	PDE6C	cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha' [EC:3.1.4.35]	0	1	0	0
K05655	ABCB8	ATP-binding cassette, subfamily B (MDR/TAP), member 8	0	1	0	0
K03557	fis	Fis family transcriptional regulator, factor for inversion stimulation protein	0	3	0	0
K01779	racD	aspartate racemase [EC:5.1.1.13]	0	1	0	0
K22182	TXNRD	thioredoxin reductase (NADPH) [EC:1.8.1.9]	0	2	0	0
K18098	bjaR1, rpaR, rhiR	LuxR family transcriptional regulator, quorum-sensing system regulator BjaR1	0	1	0	0
K03600	sspB	stringent starvation protein B	0	1	0	0
K03605	hyaD, hybD	hydrogenase maturation protease [EC:3.4.23.-]	0	1	0	0
K08844	LRRK2	leucine-rich repeat kinase 2 [EC:2.7.11.1]	0	1	0	0
K15727	czcB, cusB, cnrB	membrane fusion protein, heavy metal efflux system	0	1	0	0
K17545	ULK4	serine/threonine-protein kinase ULK4 [EC:2.7.11.1]	0	1	0	0
K06672	SCC2, NIPBL	cohesin loading factor subunit SCC2	0	1	0	0
K00633	lacA	galactoside O-acetyltransferase [EC:2.3.1.18]	0	1	0	0
K06709	KDM4, JMJD2, JHDM3	[histone H3]-trimethyl-L-lysine9/36 demethylase [EC:1.14.11.66 1.14.11.69]	0	1	0	0
K06921	K06921	uncharacterized protein	0	1	0	0
K19072	oorD	oxalate oxidoreductase subunit delta [EC:1.2.7.10]	0	1	0	0
K11262	ACACA	acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15]	0	1	0	0
K00141	xylC	benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28]	0	1	0	0
K18059	SULTR4	sulfate transporter 4	0	2	0	0
K14366	eryF, CYP107A	6-deoxyerythronolide B hydroxylase [EC:1.14.15.35]	0	1	0	0
K09158	K09158	uncharacterized protein	0	2	0	0
K09159	cptB	antitoxin CptB	0	1	0	0
K17836	penP	beta-lactamase class A [EC:3.5.2.6]	0	1	0	0
K20900	dthD	D-threitol dehydrogenase (NAD+) [EC:1.1.1.403]	0	2	0	0
K15786	doeC	aspartate-semialdehyde dehydrogenase [EC:1.2.1.-]	0	1	0	0
K00288	MTHFD	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3]	0	2	0	0
K18242	nagG	salicylate 5-hydroxylase large subunit [EC:1.14.13.172]	0	2	0	0
K00523	ascD, ddhD, rfbI	CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]	0	2	0	0
K08363	merT	mercuric ion transport protein	0	1	0	0
K07711	glrK, qseE	two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]	0	1	0	0
K02120	ATPVD, ntpD, atpD	V/A-type H+/Na+-transporting ATPase subunit D	0	1	0	0
K12818	DHX8, PRP22	ATP-dependent RNA helicase DHX8/PRP22 [EC:3.6.4.13]	0	1	0	0
K03832	tonB	periplasmic protein TonB	0	1	0	0
K11495	CENPA	histone H3-like centromeric protein A	0	1	0	0
K13781	SLC7A8, LAT2	solute carrier family 7 (L-type amino acid transporter), member 8	0	1	0	0
K03617	rnfA	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A	0	1	0	0
K04728	ATM, TEL1	serine-protein kinase ATM [EC:2.7.11.1]	0	1	0	0
K03611	dsbB	protein dithiol:quinone oxidoreductase [EC:1.8.5.9]	0	3	0	0
K17550	PPP1R7, SDS22	protein phosphatase 1 regulatory subunit 7	0	1	0	0
K16564	exoU	succinoglycan biosynthesis protein ExoU [EC:2.4.-.-]	0	1	0	0
K10003	gltJ, aatQ	glutamate/aspartate transport system permease protein	0	1	0	0
K12670	WBP1	oligosaccharyltransferase complex subunit beta	0	1	0	0
K16371	gatZ-kbaZ	D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ	0	2	0	0
K06902	UMF1	MFS transporter, UMF1 family	0	1	0	0
K19669	pphA	phosphonopyruvate hydrolase [EC:3.11.1.3]	0	1	0	0
K11083	phnU	2-aminoethylphosphonate transport system permease protein	0	1	0	0
K00085	E1.1.1.200	aldose-6-phosphate reductase (NADPH2) [EC:1.1.1.200]	0	2	0	0
K01975	thpR	RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]	0	1	0	0
K07446	trm-G10	tRNA (guanine10-N2)-dimethyltransferase [EC:2.1.1.213]	0	1	0	0
K05877	tap	methyl-accepting chemotaxis protein IV, peptide sensor receptor	0	1	0	0
K15579	nrtD, cynD	nitrate/nitrite transport system ATP-binding protein	0	1	0	0
K00577	mtrA	tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86]	0	1	0	0
K15790	nifQ	nitrogen fixation protein NifQ	0	1	0	0
K19715	kdnA	8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase [EC:2.6.1.109]	0	1	0	0
K01116	PLCG1	phosphatidylinositol phospholipase C, gamma-1 [EC:3.1.4.11]	0	1	0	0
K22503	DARS1	aspartyl-tRNA synthetase [EC:6.1.1.12]	0	1	0	0
K08083	algR	two-component system, LytTR family, response regulator AlgR	0	3	0	0
K05671	ABCC11	ATP-binding cassette, subfamily C (CFTR/MRP), member 11	0	1	0	0
K02008	cbiQ	cobalt/nickel transport system permease protein	0	1	0	0
K09494	CCT2	T-complex protein 1 subunit beta	0	1	0	0
K00835	avtA	valine--pyruvate aminotransferase [EC:2.6.1.66]	0	1	0	0
K07291	dipps	CDP-L-myo-inositol myo-inositolphosphotransferase [EC:2.7.8.34]	0	1	0	0
K03199	virB4, lvhB4	type IV secretion system protein VirB4 [EC:7.4.2.8]	0	1	0	0
K06970	rlmF	23S rRNA (adenine1618-N6)-methyltransferase [EC:2.1.1.181]	0	1	0	0
K09775	K09775	uncharacterized protein	0	1	0	0
K09778	lpxJ	Kdo2-lipid IVA 3' secondary acyltransferase [EC:2.3.1.-]	0	1	0	0
K06019	ppaX	pyrophosphatase PpaX [EC:3.6.1.1]	0	1	0	0
K14106	ehaO	energy-converting hydrogenase A subunit O	0	1	0	0
K00441	frhB	coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]	0	1	0	0
K03263	EIF5A	translation initiation factor 5A	0	1	0	0
K13868	SLC7A9_15, BAT1	solute carrier family 7 (L-type amino acid transporter), member 9/15	0	4	0	0
K06123	AYR1	1-acylglycerone phosphate reductase [EC:1.1.1.101]	0	1	0	0
K16784	bioM	biotin transport system ATP-binding protein [EC:7.6.2.-]	0	1	0	0
K17360	ACOT7	acyl-coenzyme A thioesterase 7 [EC:3.1.2.2]	0	1	0	0
K21400	ortB	2-amino-4-ketopentanoate thiolase beta subunit [EC:2.3.1.263]	0	1	0	0
K11537	xapB	MFS transporter, NHS family, xanthosine permease	0	1	0	0
K08770	UBC	ubiquitin C	0	1	0	0
K18785	mp2	beta-1,4-mannooligosaccharide/beta-1,4-mannosyl-N-acetylglucosamine phosphorylase [EC:2.4.1.319 2.4.1.320]	0	1	0	0
K18786	E2.4.1.321	cellobionic acid phosphorylase [EC:2.4.1.321]	0	1	0	0
K07529	DPYSL5, CRAM	dihydropyrimidinase-like 5	0	2	0	0
K15640	K15640, phoE	uncharacterized phosphatase	0	1	0	0
K07830	RRAS2, TC21	Ras-related protein R-Ras2	0	1	0	0
K07835	RALB	Ras-related protein Ral-B	0	1	0	0
K10207	HSD17B3	testosterone 17beta-dehydrogenase (NADP+) [EC:1.1.1.64]	0	1	0	0
K10209	crtN	4,4'-diapophytoene desaturase [EC:1.3.8.2]	0	1	0	0
K11333	bchX	3,8-divinyl chlorophyllide a/chlorophyllide a reductase subunit X [EC:1.3.7.14 1.3.7.15]	0	1	0	0
K05907	APR	adenylyl-sulfate reductase (glutathione) [EC:1.8.4.9]	0	1	0	0
K07748	NSDHL, ERG26	sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating) [EC:1.1.1.170]	0	1	0	0
K07744	K07744	transcriptional regulator	0	1	0	0
K00183	NONE	NONE	0	0	1	1
K10118	msmF	raffinose/stachyose/melibiose transport system permease protein	0	0	2	1
K04081	ibpB	molecular chaperone IbpB	0	0	2	2
K01587	PAICS	phosphoribosylaminoimidazole carboxylase / phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:4.1.1.21 6.3.2.6]	0	0	1	1
K16968	msmA	methanesulfonate monooxygenase subunit alpha [EC:1.14.13.111]	0	0	2	1
K05552	actI2, oxyB, tcmL, snoa2, aknC, mtmK	minimal PKS chain-length factor (CLF/KS beta) [EC:2.3.1.- 2.3.1.260 2.3.1.235]	0	0	1	1
K15548	aaeA	p-hydroxybenzoic acid efflux pump subunit AaeA	0	0	1	2
K03075	secG	preprotein translocase subunit SecG	0	0	2	2
K11903	hcp	type VI secretion system secreted protein Hcp	0	0	1	2
K14210	SLC3A1, RBAT	solute carrier family 3 (neutral and basic amino acid transporter), member 1	0	0	1	1
K02611	paaC	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]	0	0	1	1
K16190	GLCAK	glucuronokinase [EC:2.7.1.43]	0	0	3	1
K08744	CRLS	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	0	0	2	3
K07518	E3.1.1.22	hydroxybutyrate-dimer hydrolase [EC:3.1.1.22]	0	0	5	1
K05850	ATP2B	P-type Ca2+ transporter type 2B [EC:7.2.2.10]	0	0	1	1
K14337	mptA	alpha-1,6-mannosyltransferase [EC:2.4.1.-]	0	0	2	2
K00518	sodN	nickel superoxide dismutase [EC:1.15.1.1]	0	0	2	2
K17752	rsbT	serine/threonine-protein kinase RsbT [EC:2.7.11.1]	0	0	2	3
K13485	PRHOXNB, URAD	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]	0	0	1	2
K03889	qcrC	ubiquinol-cytochrome c reductase cytochrome c subunit	0	0	3	1
K08191	exuT	MFS transporter, ACS family, hexuronate transporter	0	0	1	1
K03246	EIF3I	translation initiation factor 3 subunit I	0	0	1	2
K12424	fadD22	4-hydroxybenzoate adenylyltransferase [EC:6.2.1.50]	0	0	1	1
K10592	HUWE1, MULE, ARF-BP1	E3 ubiquitin-protein ligase HUWE1 [EC:2.3.2.26]	0	0	1	1
K16436	evaB, megDII, angB, staI	dTDP-3-amino-2,3,6-trideoxy-4-keto-D-glucose/dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose/dTDP-2,6-dideoxy-D-kanosamine transaminase [EC:2.6.1.- 2.6.1.106]	0	0	1	1
K09809	tagF	CDP-glycerol glycerophosphotransferase [EC:2.7.8.12]	0	0	1	2
K09024	rutF	flavin reductase [EC:1.5.1.-]	0	0	3	2
K14588	cueO	blue copper oxidase	0	0	1	2
K08326	ypdF	aminopeptidase [EC:3.4.11.-]	0	0	1	1
K03891	qcrB	ubiquinol-cytochrome c reductase cytochrome b subunit	0	0	11	2
K03653	K03653	N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]	0	0	1	1
K08692	mtkB	malate-CoA ligase subunit alpha [EC:6.2.1.9]	0	0	1	1
K10900	WRN, RECQL2	werner syndrome ATP-dependent helicase [EC:3.6.4.12]	0	0	1	1
K06373	spmA	spore maturation protein A	0	0	1	1
K19186	kdhB	6-hydroxypseudooxynicotine dehydrogenase subunit beta [EC:1.5.99.14]	0	0	5	1
K01666	mhpE	4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]	0	0	7	4
K13590	dgcB	diguanylate cyclase [EC:2.7.7.65]	0	0	1	1
K05661	ABCB6	ATP-binding cassette, subfamily B (MDR/TAP), member 6	0	0	1	1
K09990	K09990	uncharacterized protein	0	0	1	1
K11373	ELP1, IKI3, IKBKAP	elongator complex protein 1	0	0	1	1
K22516	fdhA	formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6]	0	0	1	1
K21120	P450cin, CYP176A1	1,8-cineole 2-endo-monooxygenase [EC:1.14.14.133]	0	0	1	2
K00782	lldG	L-lactate dehydrogenase complex protein LldG	0	0	3	4
K05794	terC	tellurite resistance protein TerC	0	0	3	4
K01498	ribD1	diaminohydroxyphosphoribosylaminopyrimidine deaminase [EC:3.5.4.26]	0	0	2	1
K20416	FAD5	palmitoyl-[glycerolipid] 7-desaturase [EC:1.14.19.42]	0	0	1	1
K18005	hoxF	[NiFe] hydrogenase diaphorase moiety large subunit [EC:1.12.1.2]	0	0	1	1
K03784	deoD	purine-nucleoside phosphorylase [EC:2.4.2.1]	0	0	1	2
K19429	epsM	acetyltransferase EpsM [EC:2.3.1.-]	0	0	1	1
K14189	dltE	uncharacterized oxidoreductase [EC:1.-.-.-]	0	0	1	4
K13941	folKP	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:2.7.6.3 2.5.1.15]	0	0	1	1
K16649	glft1	rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase [EC:2.4.1.287]	0	0	2	1
K19228	sapC	cationic peptide transport system permease protein	0	0	1	1
K18481	mas	Mce-associated membrane protein	0	0	3	1
K11387	embC	arabinosyltransferase C [EC:2.4.2.-]	0	0	2	1
K05817	hcaR	LysR family transcriptional regulator, hca operon transcriptional activator	0	0	1	1
K08221	yitG, ymfD, yfmO	MFS transporter, ACDE family, multidrug resistance protein	0	0	1	2
K17938	sbmA, bacA	peptide/bleomycin uptake transporter	0	0	1	1
K04781	mbtI, irp9, ybtS	salicylate synthetase [EC:5.4.4.2 4.2.99.21]	0	0	2	2
K08319	ltnD	L-threonate 2-dehydrogenase [EC:1.1.1.411]	0	0	2	1
K05781	phnK	putative phosphonate transport system ATP-binding protein	0	0	1	1
K21302	sapM	phosphatidylinositol-3-phosphatase [EC:3.1.3.64]	0	0	4	3
K18013	kce	3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247]	0	0	7	1
K00947	mosAB	molybdenum storage protein	0	0	2	2
K01040	gctB	glutaconate CoA-transferase, subunit B [EC:2.8.3.12]	0	0	1	1
K13137	STRAP, UNRIP	serine-threonine kinase receptor-associated protein	0	0	2	1
K07544	bbsF	benzylsuccinate CoA-transferase BbsF subunit [EC:2.8.3.15]	0	0	2	1
K19709	ydiF	acetate CoA-transferase [EC:2.8.3.8]	0	0	2	2
K00657	speG, SAT	diamine N-acetyltransferase [EC:2.3.1.57]	0	0	7	3
K07053	E3.1.3.97	3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]	0	0	1	1
K00273	DAO, aao	D-amino-acid oxidase [EC:1.4.3.3]	0	0	1	1
K00279	CKX	cytokinin dehydrogenase [EC:1.5.99.12]	0	0	2	2
K14335	pimC	alpha-1,6-mannosyltransferase [EC:2.4.1.-]	0	0	2	1
K05541	dusC	tRNA-dihydrouridine synthase C [EC:1.-.-.-]	0	0	1	1
K14811	DBP3	ATP-dependent RNA helicase DBP3 [EC:3.6.4.13]	0	0	1	1
K05657	ABCB10	ATP-binding cassette, subfamily B (MDR/TAP), member 10	0	0	2	1
K06159	yojI	multidrug/microcin transport system ATP-binding/permease protein	0	0	1	1
K21747	alkR	AraC family transcriptional regulator, alkane utilization regulator	0	0	2	1
K21742	ttdR	LysR family transcriptional regulator, transcriptional activator for ttdABT operon	0	0	1	1
K09472	puuC, aldH	4-(gamma-glutamylamino)butanal dehydrogenase [EC:1.2.1.99]	0	0	2	1
K17717	pld	phospholipase D [EC:3.1.4.4]	0	0	1	1
K16049	hsaC	3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase [EC:1.13.11.25]	0	0	2	1
K07203	MTOR, FRAP, TOR	serine/threonine-protein kinase mTOR [EC:2.7.11.1]	0	0	1	1
K11162	RDH14	retinol dehydrogenase 14 [EC:1.1.1.-]	0	0	1	3
K07110	ramB	XRE family transcriptional regulator, fatty acid utilization regulator	0	0	2	1
K04749	rsbV	anti-sigma B factor antagonist	0	0	3	1
K20199	pchA	4-hydroxybenzaldehyde dehydrogenase (NADP+) [EC:1.2.1.96]	0	0	1	1
K07124	K07124	uncharacterized protein	0	0	2	1
K18851	fbp	diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase [EC:2.3.1.20 2.3.1.122]	0	0	2	1
K17652	ADHA	5'-hydroxyaverantin dehydrogenase [EC:1.1.1.352]	0	0	1	1
K19541	lmrA	MFS transporter, DHA2 family, lincomycin resistance protein	0	0	2	1
K12570	aphD, strA	streptomycin 6-kinase [EC:2.7.1.72]	0	0	1	2
K03462	NAMPT	nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	0	0	2	1
K19158	yoeB	toxin YoeB [EC:3.1.-.-]	0	0	1	1
K00105	E1.1.3.21	alpha-glycerophosphate oxidase [EC:1.1.3.21]	0	0	1	1
K04835	mal	methylaspartate ammonia-lyase [EC:4.3.1.2]	0	0	1	1
K01215	dexB	glucan 1,6-alpha-glucosidase [EC:3.2.1.70]	0	0	1	1
K01431	UPB1, pydC	beta-ureidopropionase [EC:3.5.1.6]	0	0	2	1
K08297	caiA	crotonobetainyl-CoA dehydrogenase [EC:1.3.8.13]	0	0	1	1
K02598	nirC	nitrite transporter	0	0	1	1
K14743	mycP	membrane-anchored mycosin MYCP [EC:3.4.21.-]	0	0	6	2
K07261	mepA	penicillin-insensitive murein DD-endopeptidase [EC:3.4.24.-]	0	0	3	2
K02208	CDK8_11	cyclin-dependent kinase 8/11 [EC:2.7.11.22 2.7.11.23]	0	0	1	1
K00665	FASN	fatty acid synthase, animal type [EC:2.3.1.85]	0	0	2	2
K00661	maa	maltose O-acetyltransferase [EC:2.3.1.79]	0	0	1	1
K21961	ethR, etaR	TetR/AcrR family transcriptional regulator, ethionamide resistance regulator	0	0	1	1
K07663	creB	two-component system, OmpR family, catabolic regulation response regulator CreB	0	0	1	1
K07483	K07483	transposase	0	0	4	3
K17883	mtr	mycothione reductase [EC:1.8.1.15]	0	0	1	2
K15001	CYP4	cytochrome P450 family 4 [EC:1.14.-.-]	0	0	1	1
K00594	xyoA, aldO	alditol oxidase [EC:1.1.3.41]	0	0	3	2
K15736	lhgO	(S)-2-hydroxyglutarate dehydrogenase [EC:1.1.5.13]	0	0	1	1
K01222	E3.2.1.86A, celF	6-phospho-beta-glucosidase [EC:3.2.1.86]	0	0	2	2
K05774	phnN	ribose 1,5-bisphosphokinase [EC:2.7.4.23]	0	0	1	1
K18988	ampH	serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase [EC:3.4.16.4 3.4.21.-]	0	0	1	1
K11931	pgaB	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase [EC:3.5.1.-]	0	0	2	1
K11735	gabP	GABA permease	0	0	1	2
K08176	PHO84	MFS transporter, PHS family, inorganic phosphate transporter	0	0	1	1
K07479	yrdD	putative DNA topoisomerase	0	0	1	2
K21148	cysM	[CysO sulfur-carrier protein]-thiocarboxylate-dependent cysteine synthase [EC:2.5.1.113]	0	0	2	4
K18474	fabM	trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:5.3.3.14]	0	0	2	4
K00139	ALDH5A1	succinate-semialdehyde dehydrogenase [EC:1.2.1.24]	0	0	2	1
K05886	sdh	serine 3-dehydrogenase (NADP+) [EC:1.1.1.276]	0	0	1	1
K00544	BHMT	betaine-homocysteine S-methyltransferase [EC:2.1.1.5]	0	0	1	6
K01090	E3.1.3.16	protein phosphatase [EC:3.1.3.16]	0	0	3	3
K20541	bcsB	cellulose synthase operon protein B	0	0	1	1
K21700	bauB	beta-alanine degradation protein BauB	0	0	1	3
K03381	catA	catechol 1,2-dioxygenase [EC:1.13.11.1]	0	0	1	1
K03380	E1.14.13.7	phenol 2-monooxygenase (NADPH) [EC:1.14.13.7]	0	0	1	1
K13830	ARO1	pentafunctional AROM polypeptide [EC:4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19]	0	0	1	1
K02225	cobC1, cobC	cobalamin biosynthesis protein CobC	0	0	1	2
K21744	tipA	MerR family transcriptional regulator, thiopeptide resistance regulator	0	0	1	1
K14155	patB, malY	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	0	0	2	1
K01602	rbcS, cbbS	ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]	0	0	3	2
K03829	yedL	putative acetyltransferase [EC:2.3.1.-]	0	0	2	1
K03608	minE	cell division topological specificity factor	0	0	1	1
K00065	kduD	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]	0	0	3	6
K15373	isfD	sulfoacetaldehyde reductase [EC:1.1.1.313]	0	0	1	1
K18894	K18894	ATP-binding cassette, subfamily B, multidrug efflux pump	0	0	1	2
K08139	HXT	MFS transporter, SP family, sugar:H+ symporter	0	0	2	3
K02415	fliL	flagellar protein FliL	0	0	1	1
K07816	E2.7.6.5X	putative GTP pyrophosphokinase [EC:2.7.6.5]	0	0	1	1
K05711	hcaB	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase [EC:1.3.1.87]	0	0	1	1
K04515	CAMK2	calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17]	0	0	1	3
K19686	vapC	ribonuclease VapC [EC:3.1.-.-]	0	0	1	2
